,timestamp,open,high,low,close,volume
0,2020-01-01 00:00:00,13.7071,13.716,13.699,13.699,1604.4
1,2020-01-01 00:05:00,13.7,13.7102,13.6988,13.7,1782.4
2,2020-01-01 00:10:00,13.701,13.7128,13.701,13.7104,2854.41
3,2020-01-01 00:15:00,13.7118,13.7198,13.7006,13.7095,1081.23
4,2020-01-01 00:20:00,13.7107,13.7123,13.7004,13.7043,891.17
5,2020-01-01 00:25:00,13.7043,13.708,13.7018,13.7018,1414.77
6,2020-01-01 00:30:00,13.7019,13.7069,13.7006,13.7069,250.03
7,2020-01-01 00:35:00,13.7008,13.7051,13.7007,13.7051,150.33
8,2020-01-01 00:40:00,13.7051,13.7197,13.7035,13.7197,2299.51
9,2020-01-01 00:45:00,13.7176,13.73,13.7147,13.73,1542.77
10,2020-01-01 00:50:00,13.7284,13.7494,13.7225,13.7425,635.75
11,2020-01-01 00:55:00,13.7469,13.7469,13.7122,13.7161,2178.86
12,2020-01-01 01:00:00,13.7159,13.7194,13.7004,13.701,6609.47
13,2020-01-01 01:05:00,13.701,13.7105,13.7,13.7079,5018.62
14,2020-01-01 01:10:00,13.7125,13.7182,13.7,13.7041,4358.32
15,2020-01-01 01:15:00,13.7051,13.7172,13.7008,13.7027,3445.14
16,2020-01-01 01:20:00,13.7024,13.7024,13.7,13.7002,8187.39
17,2020-01-01 01:25:00,13.7023,13.711,13.7,13.7048,5586.67
18,2020-01-01 01:30:00,13.7038,13.7211,13.7004,13.7053,4481.68
19,2020-01-01 01:35:00,13.7042,13.7069,13.7,13.7002,3847.14
20,2020-01-01 01:40:00,13.7002,13.7067,13.7002,13.7035,5518.74
21,2020-01-01 01:45:00,13.7043,13.7108,13.7019,13.7103,5025.31
22,2020-01-01 01:50:00,13.7094,13.7153,13.6903,13.6925,7300.01
23,2020-01-01 01:55:00,13.6917,13.7052,13.6906,13.6981,2638.2
24,2020-01-01 02:00:00,13.6981,13.7273,13.6953,13.7141,3976.52
25,2020-01-01 02:05:00,13.7141,13.7315,13.7124,13.7219,4795.39
26,2020-01-01 02:10:00,13.7204,13.7377,13.7199,13.7337,1869.75
27,2020-01-01 02:15:00,13.7318,13.7433,13.7182,13.7382,5069.92
28,2020-01-01 02:20:00,13.7443,13.7546,13.7377,13.7426,3470.39
29,2020-01-01 02:25:00,13.7438,13.8,13.7428,13.7854,9327.15
30,2020-01-01 02:30:00,13.7902,13.8,13.7746,13.796,3117.83
31,2020-01-01 02:35:00,13.7979,13.798,13.784,13.7897,1186.74
32,2020-01-01 02:40:00,13.7898,13.79,13.7863,13.7878,6068.08
33,2020-01-01 02:45:00,13.7878,13.79,13.7795,13.7892,3807.32
34,2020-01-01 02:50:00,13.7885,13.8,13.7885,13.7991,3757.03
35,2020-01-01 02:55:00,13.7952,13.7998,13.7904,13.7995,7345.13
36,2020-01-01 03:00:00,13.7984,13.8,13.7906,13.7958,9305.23
37,2020-01-01 03:05:00,13.7969,13.7969,13.7906,13.7947,7104.65
38,2020-01-01 03:10:00,13.7947,13.8261,13.7924,13.8028,6464.71
39,2020-01-01 03:15:00,13.8028,13.8261,13.7992,13.825,7043.85
40,2020-01-01 03:20:00,13.8234,13.8243,13.8037,13.8216,3405.91
41,2020-01-01 03:25:00,13.8199,13.8287,13.7993,13.8123,7692.33
42,2020-01-01 03:30:00,13.811,13.8376,13.811,13.8216,3728.95
43,2020-01-01 03:35:00,13.8145,13.8293,13.8058,13.8237,6288.38
44,2020-01-01 03:40:00,13.8255,13.8297,13.8205,13.8287,2941.97
45,2020-01-01 03:45:00,13.8289,13.8422,13.8241,13.8422,5529.1
46,2020-01-01 03:50:00,13.8422,13.8449,13.8391,13.8401,3397.21
47,2020-01-01 03:55:00,13.8401,13.8488,13.839,13.8478,12298.2
48,2020-01-01 04:00:00,13.8461,13.85,13.8087,13.8203,11904.48
49,2020-01-01 04:05:00,13.8173,13.8205,13.7881,13.7909,4023.65
50,2020-01-01 04:10:00,13.7887,13.8002,13.7855,13.7922,1869.77
51,2020-01-01 04:15:00,13.791,13.8093,13.7895,13.8013,1882.18
52,2020-01-01 04:20:00,13.8036,13.8235,13.8036,13.8202,775.46
53,2020-01-01 04:25:00,13.8201,13.822,13.817,13.8209,497.7
54,2020-01-01 04:30:00,13.8199,13.8364,13.8199,13.835,3523.31
55,2020-01-01 04:35:00,13.8349,13.8417,13.818,13.8257,2231.97
56,2020-01-01 04:40:00,13.825,13.8295,13.8089,13.8099,3232.91
57,2020-01-01 04:45:00,13.8095,13.8173,13.8073,13.8173,1674.06
58,2020-01-01 04:50:00,13.8173,13.8173,13.8092,13.8118,1916.62
59,2020-01-01 04:55:00,13.8173,13.8205,13.8101,13.817,2463.86
60,2020-01-01 05:00:00,13.8157,13.8203,13.81,13.8164,2291.47
61,2020-01-01 05:05:00,13.8194,13.8203,13.811,13.8193,2711.54
62,2020-01-01 05:10:00,13.8193,13.8193,13.8003,13.8009,3726.41
63,2020-01-01 05:15:00,13.8009,13.8079,13.8007,13.8073,3462.59
64,2020-01-01 05:20:00,13.8073,13.8153,13.8007,13.8053,3220.16
65,2020-01-01 05:25:00,13.8041,13.812,13.8007,13.8067,3821.46
66,2020-01-01 05:30:00,13.808,13.8262,13.8059,13.8206,2783.13
67,2020-01-01 05:35:00,13.8206,13.823,13.8031,13.8144,2762.5
68,2020-01-01 05:40:00,13.8154,13.8154,13.8048,13.8078,2097.8
69,2020-01-01 05:45:00,13.807,13.8142,13.805,13.8068,3109.56
70,2020-01-01 05:50:00,13.8069,13.8072,13.8,13.8,1643.67
71,2020-01-01 05:55:00,13.8008,13.8008,13.7801,13.7922,2779.26
72,2020-01-01 06:00:00,13.7968,13.8009,13.7889,13.7999,2836.29
73,2020-01-01 06:05:00,13.7999,13.8127,13.7985,13.8117,4994.48
74,2020-01-01 06:10:00,13.8144,13.8144,13.8051,13.806,2388.13
75,2020-01-01 06:15:00,13.8059,13.8111,13.7997,13.7997,3910.12
76,2020-01-01 06:20:00,13.7997,13.8069,13.7987,13.799,2313.43
77,2020-01-01 06:25:00,13.8,13.8,13.7985,13.799,4883.98
78,2020-01-01 06:30:00,13.799,13.8,13.7986,13.7997,5763.29
79,2020-01-01 06:35:00,13.7997,13.812,13.7989,13.8078,2398.37
80,2020-01-01 06:40:00,13.81,13.81,13.804,13.8089,3612.65
81,2020-01-01 06:45:00,13.804,13.81,13.8039,13.809,4088.02
82,2020-01-01 06:50:00,13.809,13.8099,13.7991,13.8047,1842.58
83,2020-01-01 06:55:00,13.8046,13.8089,13.7985,13.8007,3843.69
84,2020-01-01 07:00:00,13.8007,13.8047,13.7988,13.8047,2753.4
85,2020-01-01 07:05:00,13.8026,13.8097,13.801,13.806,3365.35
86,2020-01-01 07:10:00,13.8088,13.8154,13.8078,13.8106,1912.57
87,2020-01-01 07:15:00,13.812,13.826,13.8119,13.8183,2155.89
88,2020-01-01 07:20:00,13.8195,13.829,13.8195,13.8279,2864.33
89,2020-01-01 07:25:00,13.8279,13.829,13.8191,13.828,2419.62
90,2020-01-01 07:30:00,13.828,13.8329,13.8206,13.8222,1843.24
91,2020-01-01 07:35:00,13.8224,13.8317,13.8214,13.8295,3123.57
92,2020-01-01 07:40:00,13.8317,13.8501,13.8303,13.842,1775.63
93,2020-01-01 07:45:00,13.8386,13.8443,13.827,13.8308,1041.86
94,2020-01-01 07:50:00,13.8319,13.8351,13.8204,13.8214,837.87
95,2020-01-01 07:55:00,13.8202,13.8247,13.815,13.8203,1184.4
96,2020-01-01 08:00:00,13.8217,13.8298,13.8151,13.8222,1617.99
97,2020-01-01 08:05:00,13.822,13.8222,13.821,13.8213,1632.7
98,2020-01-01 08:10:00,13.8213,13.8268,13.8147,13.8247,1757.76
99,2020-01-01 08:15:00,13.8258,13.8327,13.8171,13.8309,1547.41
100,2020-01-01 08:20:00,13.8309,13.8309,13.8208,13.8296,1199.69
101,2020-01-01 08:25:00,13.827,13.8321,13.8217,13.8235,1898.11
102,2020-01-01 08:30:00,13.8235,13.8241,13.8055,13.8078,1954.98
103,2020-01-01 08:35:00,13.8081,13.8172,13.8055,13.8055,1493.8
104,2020-01-01 08:40:00,13.8056,13.8056,13.7663,13.7711,7263.84
105,2020-01-01 08:45:00,13.7669,13.7686,13.745,13.7646,4820.76
106,2020-01-01 08:50:00,13.7623,13.7623,13.7428,13.75,2595.72
107,2020-01-01 08:55:00,13.749,13.7621,13.749,13.7608,2575.95
108,2020-01-01 09:00:00,13.7618,13.7621,13.7336,13.7352,3293.0
109,2020-01-01 09:05:00,13.7311,13.75,13.7305,13.7418,2545.01
110,2020-01-01 09:10:00,13.7406,13.7424,13.7293,13.7364,2406.82
111,2020-01-01 09:15:00,13.7325,13.7362,13.7008,13.7112,3094.87
112,2020-01-01 09:20:00,13.7123,13.7199,13.7092,13.7153,1818.92
113,2020-01-01 09:25:00,13.7153,13.7345,13.7076,13.7271,5321.54
114,2020-01-01 09:30:00,13.7228,13.724,13.6994,13.7112,2839.53
115,2020-01-01 09:35:00,13.7145,13.7183,13.7027,13.7104,3029.35
116,2020-01-01 09:40:00,13.717,13.7256,13.7017,13.7098,3753.17
117,2020-01-01 09:45:00,13.701,13.7163,13.699,13.7163,2358.3
118,2020-01-01 09:50:00,13.7105,13.7172,13.7067,13.7156,1892.06
119,2020-01-01 09:55:00,13.7157,13.73,13.7157,13.7299,3067.63
120,2020-01-01 10:00:00,13.7289,13.7375,13.7176,13.7239,2585.78
121,2020-01-01 10:05:00,13.7239,13.7361,13.7194,13.7256,1436.78
122,2020-01-01 10:10:00,13.7242,13.7269,13.7194,13.7224,2413.05
123,2020-01-01 10:15:00,13.7223,13.7233,13.7157,13.718,3386.96
124,2020-01-01 10:20:00,13.719,13.7193,13.712,13.7164,4237.19
125,2020-01-01 10:25:00,13.7184,13.7184,13.696,13.6998,3006.82
126,2020-01-01 10:30:00,13.6997,13.7235,13.6997,13.7206,2268.48
127,2020-01-01 10:35:00,13.7253,13.73,13.7194,13.721,1989.42
128,2020-01-01 10:40:00,13.7251,13.7269,13.7199,13.7256,2396.75
129,2020-01-01 10:45:00,13.7256,13.7256,13.7191,13.7239,3872.11
130,2020-01-01 10:50:00,13.7228,13.724,13.7,13.7009,1865.97
131,2020-01-01 10:55:00,13.6998,13.7053,13.6981,13.7019,1427.06
132,2020-01-01 11:00:00,13.7013,13.7019,13.6813,13.692,3227.45
133,2020-01-01 11:05:00,13.6919,13.7142,13.6919,13.7142,2860.93
134,2020-01-01 11:10:00,13.7145,13.7269,13.7089,13.7234,2405.78
135,2020-01-01 11:15:00,13.7222,13.728,13.7203,13.7246,2714.44
136,2020-01-01 11:20:00,13.7228,13.7239,13.7135,13.716,2526.5
137,2020-01-01 11:25:00,13.716,13.719,13.7118,13.719,2485.18
138,2020-01-01 11:30:00,13.719,13.7241,13.7081,13.7089,2579.7
139,2020-01-01 11:35:00,13.7084,13.7187,13.7084,13.7184,3848.13
140,2020-01-01 11:40:00,13.7173,13.725,13.7096,13.725,2748.72
141,2020-01-01 11:45:00,13.7228,13.73,13.7227,13.729,4646.03
142,2020-01-01 11:50:00,13.7243,13.7301,13.7231,13.7288,3038.62
143,2020-01-01 11:55:00,13.7286,13.7477,13.7275,13.7434,4413.62
144,2020-01-01 12:00:00,13.7453,13.7738,13.7372,13.7672,6183.76
145,2020-01-01 12:05:00,13.7663,13.785,13.7656,13.7696,4377.15
146,2020-01-01 12:10:00,13.7696,13.7792,13.7482,13.7584,6881.18
147,2020-01-01 12:15:00,13.7592,13.7747,13.7552,13.7635,3914.31
148,2020-01-01 12:20:00,13.7648,13.7894,13.7633,13.7894,5093.36
149,2020-01-01 12:25:00,13.7894,13.8125,13.7797,13.7931,8807.57
150,2020-01-01 12:30:00,13.7931,13.8052,13.771,13.7773,5541.26
151,2020-01-01 12:35:00,13.7766,13.7785,13.7604,13.7647,3926.3
152,2020-01-01 12:40:00,13.7636,13.7807,13.763,13.7788,3457.52
153,2020-01-01 12:45:00,13.7788,13.7954,13.7622,13.7622,5826.88
154,2020-01-01 12:50:00,13.7605,13.7663,13.7127,13.7148,10468.66
155,2020-01-01 12:55:00,13.7148,13.7246,13.7079,13.719,2970.8
156,2020-01-01 13:00:00,13.719,13.7696,13.7168,13.7683,5225.02
157,2020-01-01 13:05:00,13.7637,13.7684,13.7402,13.75,5424.75
158,2020-01-01 13:10:00,13.7527,13.7563,13.7404,13.7436,1827.4
159,2020-01-01 13:15:00,13.7446,13.7647,13.7425,13.7647,4307.01
160,2020-01-01 13:20:00,13.7657,13.7999,13.763,13.7999,2860.17
161,2020-01-01 13:25:00,13.7998,13.7998,13.7635,13.7667,5171.8
162,2020-01-01 13:30:00,13.7669,13.7816,13.7636,13.7774,3690.86
163,2020-01-01 13:35:00,13.7865,13.7938,13.7749,13.7817,4421.89
164,2020-01-01 13:40:00,13.7847,13.7873,13.7713,13.7795,2562.41
165,2020-01-01 13:45:00,13.771,13.7981,13.77,13.7908,3040.26
166,2020-01-01 13:50:00,13.7848,13.8,13.7758,13.7973,4962.51
167,2020-01-01 13:55:00,13.7981,13.7999,13.7973,13.7998,3978.15
168,2020-01-01 14:00:00,13.7985,13.8174,13.7974,13.7988,6719.99
169,2020-01-01 14:05:00,13.7986,13.8054,13.7918,13.804,3911.31
170,2020-01-01 14:10:00,13.8041,13.8241,13.8041,13.8208,3675.73
171,2020-01-01 14:15:00,13.8208,13.8211,13.7983,13.7989,3383.81
172,2020-01-01 14:20:00,13.7971,13.8137,13.797,13.8137,2685.2
173,2020-01-01 14:25:00,13.8115,13.8212,13.8103,13.8132,1521.82
174,2020-01-01 14:30:00,13.8132,13.8262,13.8111,13.8262,1898.72
175,2020-01-01 14:35:00,13.8262,13.8449,13.8246,13.8262,1764.04
176,2020-01-01 14:40:00,13.8206,13.8421,13.8206,13.8335,2883.94
177,2020-01-01 14:45:00,13.8347,13.8347,13.814,13.8277,1928.0
178,2020-01-01 14:50:00,13.8287,13.829,13.8179,13.8245,1469.07
179,2020-01-01 14:55:00,13.824,13.8256,13.8112,13.812,770.02
180,2020-01-01 15:00:00,13.8199,13.8201,13.7921,13.8019,2016.41
181,2020-01-01 15:05:00,13.8007,13.8007,13.7785,13.7948,2069.8
182,2020-01-01 15:10:00,13.7948,13.7949,13.7826,13.7906,1524.39
183,2020-01-01 15:15:00,13.7938,13.8101,13.7919,13.7988,3074.97
184,2020-01-01 15:20:00,13.809,13.8264,13.8047,13.8164,3698.75
185,2020-01-01 15:25:00,13.8166,13.8271,13.8102,13.8252,2748.47
186,2020-01-01 15:30:00,13.8261,13.8494,13.8261,13.8469,3900.09
187,2020-01-01 15:35:00,13.8478,13.8692,13.8382,13.8424,4191.33
188,2020-01-01 15:40:00,13.8464,13.85,13.84,13.8401,2225.91
189,2020-01-01 15:45:00,13.8411,13.8442,13.8335,13.8345,1839.94
190,2020-01-01 15:50:00,13.8335,13.8359,13.8161,13.8161,3498.32
191,2020-01-01 15:55:00,13.8164,13.8316,13.814,13.8274,3123.95
192,2020-01-01 16:00:00,13.8315,13.8397,13.8254,13.83,2281.62
193,2020-01-01 16:05:00,13.83,13.8344,13.8193,13.8251,2205.85
194,2020-01-01 16:10:00,13.8239,13.8259,13.8081,13.8149,2298.45
195,2020-01-01 16:15:00,13.8149,13.818,13.8057,13.8057,1780.6
196,2020-01-01 16:20:00,13.809,13.8127,13.7786,13.7856,3875.51
197,2020-01-01 16:25:00,13.7856,13.8151,13.7804,13.813,3672.58
198,2020-01-01 16:30:00,13.8136,13.8247,13.8107,13.8124,2571.2
199,2020-01-01 16:35:00,13.815,13.86,13.8033,13.8465,6245.08
200,2020-01-01 16:40:00,13.8473,13.856,13.8226,13.8239,2726.24
201,2020-01-01 16:45:00,13.8235,13.8345,13.809,13.8181,3026.68
202,2020-01-01 16:50:00,13.8118,13.8236,13.8096,13.8134,3393.09
203,2020-01-01 16:55:00,13.8134,13.8223,13.8126,13.8223,2195.89
204,2020-01-01 17:00:00,13.8223,13.8301,13.813,13.8174,3000.1
205,2020-01-01 17:05:00,13.8294,13.8298,13.8095,13.8095,3073.16
206,2020-01-01 17:10:00,13.8099,13.8241,13.8095,13.8241,838.28
207,2020-01-01 17:15:00,13.8254,13.8254,13.8003,13.8038,2436.43
208,2020-01-01 17:20:00,13.8037,13.8146,13.7861,13.801,2653.29
209,2020-01-01 17:25:00,13.7976,13.8132,13.7961,13.8123,1979.39
210,2020-01-01 17:30:00,13.8111,13.812,13.8004,13.8091,1625.93
211,2020-01-01 17:35:00,13.8114,13.8211,13.8048,13.8199,2489.85
212,2020-01-01 17:40:00,13.8104,13.8262,13.8104,13.8262,2471.43
213,2020-01-01 17:45:00,13.8262,13.8262,13.8082,13.8261,7120.01
214,2020-01-01 17:50:00,13.821,13.8475,13.8181,13.8458,2852.21
215,2020-01-01 17:55:00,13.8462,13.8661,13.8394,13.8522,3083.9
